ComplaintText,Category,Urgency,Area,Latitude,Longitude
Increasing number of stray animals around Shivanahalli Block; no shelter or control measures.,Stray Animals,Low,Shivanahalli Block,15.365135,75.105833
Cattle blocking the road at Shankar Sheth Road Phase 2 causing traffic delays.,Stray Animals,Low,Shankar Sheth Road Phase 2,15.356249,75.124218
Stray dogs are chasing pedestrians near Madhalawada Main Road and kids are scared.,Stray Animals,Medium,Madhalawada Main Road,15.351738,75.121994
Cattle blocking the road at Basaveshwar Nagar causing traffic delays.,Stray Animals,High,Basaveshwar Nagar,15.377748,75.129803
Stray dogs are chasing pedestrians near Sana Market Street and kids are scared.,Stray Animals,Low,Sana Market Street,15.355646,75.124259
Cattle blocking the road at Cotton Market Street causing traffic delays.,Stray Animals,Low,Cotton Market Street,15.345877,75.101163
Cattle blocking the road at Navanagar Phase 2 causing traffic delays.,Stray Animals,Medium,Navanagar Phase 2,15.344712,75.095871
Stray dogs are chasing pedestrians near Basaveshwar Nagar Block and kids are scared.,Stray Animals,Low,Basaveshwar Nagar Block,15.344923,75.145693
Increasing number of stray animals around Unkal Lake Lane; no shelter or control measures.,Stray Animals,High,Unkal Lake Lane,15.373842,75.120513
Stray dogs are chasing pedestrians near Navanagar Layout and kids are scared.,Stray Animals,Medium,Navanagar Layout,15.35147,75.094681
Increasing number of stray animals around Patel Road Junction; no shelter or control measures.,Stray Animals,Medium,Patel Road Junction,15.370194,75.135749
Increasing number of stray animals around Hubballi Railway Station Lane; no shelter or control measures.,Stray Animals,Medium,Hubballi Railway Station Lane,15.350943,75.15337
Increasing number of stray animals around Lamington Road Colony; no shelter or control measures.,Stray Animals,Low,Lamington Road Colony,15.33827,75.122463
Cattle blocking the road at Sana Market Phase 1 causing traffic delays.,Stray Animals,High,Sana Market Phase 1,15.372758,75.102167
Cattle blocking the road at Ramnagar Circle causing traffic delays.,Stray Animals,Low,Ramnagar Circle,15.362637,75.128743
Increasing number of stray animals around Madhalawada Circle; no shelter or control measures.,Stray Animals,Medium,Madhalawada Circle,15.379365,75.152478
Cattle blocking the road at Moti Talav Circle causing traffic delays.,Stray Animals,Medium,Moti Talav Circle,15.345347,75.098188
Cattle blocking the road at Gandhi Chowk Lane causing traffic delays.,Stray Animals,Low,Gandhi Chowk Lane,15.345831,75.094339
Increasing number of stray animals around Harolal Road Lane; no shelter or control measures.,Stray Animals,Low,Harolal Road Lane,15.347539,75.118653
Increasing number of stray animals around Hubballi Railway Station Colony; no shelter or control measures.,Stray Animals,Low,Hubballi Railway Station Colony,15.337797,75.105045
Increasing number of stray animals around Mahamane Layout Phase 2; no shelter or control measures.,Stray Animals,Medium,Mahamane Layout Phase 2,15.375953,75.106407
Stray dogs are chasing pedestrians near Shankar Sheth Road Park and kids are scared.,Stray Animals,High,Shankar Sheth Road Park,15.358661,75.135168
Stray dogs are chasing pedestrians near Kelgeri Lake Bazaar and kids are scared.,Stray Animals,Low,Kelgeri Lake Bazaar,15.343787,75.095609
Cattle blocking the road at Police Colony Bazaar causing traffic delays.,Stray Animals,Low,Police Colony Bazaar,15.348887,75.147096
Increasing number of stray animals around Tilakwadi Junction; no shelter or control measures.,Stray Animals,High,Tilakwadi Junction,15.368974,75.105296
Increasing number of stray animals around Ring Road Phase 2; no shelter or control measures.,Stray Animals,High,Ring Road Phase 2,15.355038,75.122048
Stray dogs are chasing pedestrians near Gokul Complex Colony and kids are scared.,Stray Animals,High,Gokul Complex Colony,15.364396,75.101694
Increasing number of stray animals around Rajiv Gandhi Circle Street; no shelter or control measures.,Stray Animals,Low,Rajiv Gandhi Circle Street,15.33626,75.121184
Cattle blocking the road at Sana Market Phase 1 causing traffic delays.,Stray Animals,High,Sana Market Phase 1,15.379858,75.095576
Stray dogs are chasing pedestrians near KHB Colony Lane and kids are scared.,Stray Animals,High,KHB Colony Lane,15.341249,75.125932
Increasing number of stray animals around Mahamane Layout Main Road; no shelter or control measures.,Stray Animals,High,Mahamane Layout Main Road,15.365259,75.146576
Cattle blocking the road at Sukhsagar Market causing traffic delays.,Stray Animals,Medium,Sukhsagar Market,15.345838,75.094997
Cattle blocking the road at Bendre Layout Circle causing traffic delays.,Stray Animals,Medium,Bendre Layout Circle,15.390023,75.139908
Cattle blocking the road at Ramnagar Cross causing traffic delays.,Stray Animals,Low,Ramnagar Cross,15.394628,75.100158
Increasing number of stray animals around Kelgeri Lake Park; no shelter or control measures.,Stray Animals,Low,Kelgeri Lake Park,15.392565,75.121938
Cattle blocking the road at Dharwad Road causing traffic delays.,Stray Animals,Medium,Dharwad Road,15.349393,75.096728
Stray dogs are chasing pedestrians near Dharwad Road Block and kids are scared.,Stray Animals,Low,Dharwad Road Block,15.352288,75.140691
Stray dogs are chasing pedestrians near Navanagar Main Road and kids are scared.,Stray Animals,Medium,Navanagar Main Road,15.340271,75.117339
Cattle blocking the road at Dharwad Road Lane causing traffic delays.,Stray Animals,Medium,Dharwad Road Lane,15.389382,75.109693
Stray dogs are chasing pedestrians near Unkal Lake Extension and kids are scared.,Stray Animals,Low,Unkal Lake Extension,15.389532,75.133359
Increasing number of stray animals around Gokul Complex; no shelter or control measures.,Stray Animals,Medium,Gokul Complex,15.379214,75.120265
Cattle blocking the road at Harolal Road Street causing traffic delays.,Stray Animals,Low,Harolal Road Street,15.35725,75.094856
Stray dogs are chasing pedestrians near Appa Ghar Phase 1 and kids are scared.,Stray Animals,Medium,Appa Ghar Phase 1,15.372231,75.112448
Stray dogs are chasing pedestrians near Idgah Ground Colony and kids are scared.,Stray Animals,Medium,Idgah Ground Colony,15.339434,75.121437
Cattle blocking the road at Bendre Layout Lane causing traffic delays.,Stray Animals,Low,Bendre Layout Lane,15.336146,75.15174
Cattle blocking the road at Navanagar Layout causing traffic delays.,Stray Animals,Low,Navanagar Layout,15.38433,75.115045
Cattle blocking the road at Ring Road Block causing traffic delays.,Stray Animals,High,Ring Road Block,15.336923,75.099846
Increasing number of stray animals around Moti Talav Circle; no shelter or control measures.,Stray Animals,High,Moti Talav Circle,15.392005,75.125721
Stray dogs are chasing pedestrians near Harolal Road Park and kids are scared.,Stray Animals,Medium,Harolal Road Park,15.360492,75.146351
Increasing number of stray animals around Shivanahalli Market; no shelter or control measures.,Stray Animals,Medium,Shivanahalli Market,15.371099,75.125652
Cattle blocking the road at Tilakwadi Circle causing traffic delays.,Stray Animals,Medium,Tilakwadi Circle,15.360378,75.146228
Increasing number of stray animals around RPF Road Phase 2; no shelter or control measures.,Stray Animals,Medium,RPF Road Phase 2,15.347534,75.116262
Stray dogs are chasing pedestrians near Koppikar Road Phase 1 and kids are scared.,Stray Animals,Low,Koppikar Road Phase 1,15.350854,75.120871
Increasing number of stray animals around Tilakwadi; no shelter or control measures.,Stray Animals,Low,Tilakwadi,15.360999,75.132941
Increasing number of stray animals around Unkal Lake Phase 1; no shelter or control measures.,Stray Animals,High,Unkal Lake Phase 1,15.336652,75.110995
Stray dogs are chasing pedestrians near Moti Talav Market and kids are scared.,Stray Animals,High,Moti Talav Market,15.352747,75.096521
Increasing number of stray animals around Moti Talav Main Road; no shelter or control measures.,Stray Animals,Low,Moti Talav Main Road,15.366445,75.142933
Cattle blocking the road at Ganeshpet Cross causing traffic delays.,Stray Animals,Low,Ganeshpet Cross,15.378522,75.101171
Cattle blocking the road at Hosayellapur Street causing traffic delays.,Stray Animals,Low,Hosayellapur Street,15.351416,75.109641
Cattle blocking the road at Gandhinagar Lane causing traffic delays.,Stray Animals,Medium,Gandhinagar Lane,15.391735,75.12375
Stray dogs are chasing pedestrians near Vidyagiri Phase 1 and kids are scared.,Stray Animals,Low,Vidyagiri Phase 1,15.366367,75.112614
Stray dogs are chasing pedestrians near Station Road Street and kids are scared.,Stray Animals,High,Station Road Street,15.386041,75.10359
Stray dogs are chasing pedestrians near Kelgeri Lake Colony and kids are scared.,Stray Animals,Low,Kelgeri Lake Colony,15.3642,75.149828
Stray dogs are chasing pedestrians near Dharwad Road Phase 2 and kids are scared.,Stray Animals,Medium,Dharwad Road Phase 2,15.354431,75.146219
Stray dogs are chasing pedestrians near Shivanahalli Main Road and kids are scared.,Stray Animals,High,Shivanahalli Main Road,15.335937,75.126413
Stray dogs are chasing pedestrians near Mahamane Layout Market and kids are scared.,Stray Animals,Low,Mahamane Layout Market,15.379327,75.153144
Stray dogs are chasing pedestrians near KHB Colony Main Road and kids are scared.,Stray Animals,Low,KHB Colony Main Road,15.371431,75.093702
Increasing number of stray animals around RPF Road Bazaar; no shelter or control measures.,Stray Animals,Low,RPF Road Bazaar,15.368788,75.098899
Stray dogs are chasing pedestrians near Shivalli Circle Circle and kids are scared.,Stray Animals,Medium,Shivalli Circle Circle,15.334859,75.128279
Cattle blocking the road at Unkal Lake Junction causing traffic delays.,Stray Animals,Low,Unkal Lake Junction,15.379183,75.102636
Stray dogs are chasing pedestrians near Lamington Road Phase 1 and kids are scared.,Stray Animals,Low,Lamington Road Phase 1,15.346792,75.120905
Increasing number of stray animals around Harolal Road Cross; no shelter or control measures.,Stray Animals,Low,Harolal Road Cross,15.391404,75.12813
Increasing number of stray animals around KHB Colony Colony; no shelter or control measures.,Stray Animals,Low,KHB Colony Colony,15.337384,75.094034
Increasing number of stray animals around Rajiv Gandhi Circle Junction; no shelter or control measures.,Stray Animals,Medium,Rajiv Gandhi Circle Junction,15.3673,75.144059
Increasing number of stray animals around Unkal Lake Extension; no shelter or control measures.,Stray Animals,Medium,Unkal Lake Extension,15.394698,75.11681
Stray dogs are chasing pedestrians near Sukhsagar and kids are scared.,Stray Animals,High,Sukhsagar,15.370504,75.143969
Increasing number of stray animals around Police Colony Circle; no shelter or control measures.,Stray Animals,Medium,Police Colony Circle,15.347847,75.119574
Increasing number of stray animals around Hubballi Railway Station Extension; no shelter or control measures.,Stray Animals,Low,Hubballi Railway Station Extension,15.391886,75.098449
Increasing number of stray animals around Unkal Lake Bazaar; no shelter or control measures.,Stray Animals,Low,Unkal Lake Bazaar,15.3538,75.133229
Increasing number of stray animals around Gokak Road Block; no shelter or control measures.,Stray Animals,Medium,Gokak Road Block,15.350248,75.123575
Increasing number of stray animals around Shivanahalli Lane; no shelter or control measures.,Stray Animals,Low,Shivanahalli Lane,15.353243,75.151867
Increasing number of stray animals around Hosayellapur Block; no shelter or control measures.,Stray Animals,Medium,Hosayellapur Block,15.385572,75.094222
Stray dogs are chasing pedestrians near Vidyanagar Cross and kids are scared.,Stray Animals,Medium,Vidyanagar Cross,15.34905,75.118272
Cattle blocking the road at Gandhi Chowk causing traffic delays.,Stray Animals,Medium,Gandhi Chowk,15.391307,75.129933
Cattle blocking the road at Shivalli Circle Phase 2 causing traffic delays.,Stray Animals,Low,Shivalli Circle Phase 2,15.376943,75.145294
Cattle blocking the road at Station Road Street causing traffic delays.,Stray Animals,High,Station Road Street,15.33792,75.097014
Cattle blocking the road at Navanagar Park causing traffic delays.,Stray Animals,Low,Navanagar Park,15.377961,75.142107
Increasing number of stray animals around Patel Road Circle; no shelter or control measures.,Stray Animals,Low,Patel Road Circle,15.376023,75.102632
Increasing number of stray animals around Navanagar Park; no shelter or control measures.,Stray Animals,Medium,Navanagar Park,15.361504,75.148847
Stray dogs are chasing pedestrians near Deshpande Nagar Market and kids are scared.,Stray Animals,High,Deshpande Nagar Market,15.388141,75.101944
Cattle blocking the road at Court Road Circle causing traffic delays.,Stray Animals,Low,Court Road Circle,15.338902,75.109225
Stray dogs are chasing pedestrians near Kamalakshi Layout Layout and kids are scared.,Stray Animals,Medium,Kamalakshi Layout Layout,15.38208,75.115011
Cattle blocking the road at Hosayellapur Layout causing traffic delays.,Stray Animals,Medium,Hosayellapur Layout,15.391762,75.106836
Stray dogs are chasing pedestrians near KHB Colony Phase 1 and kids are scared.,Stray Animals,High,KHB Colony Phase 1,15.339931,75.130685
Increasing number of stray animals around Vasavi Colony Market; no shelter or control measures.,Stray Animals,Low,Vasavi Colony Market,15.3678,75.113421
Stray dogs are chasing pedestrians near Ring Road Street and kids are scared.,Stray Animals,Low,Ring Road Street,15.390996,75.131201
Increasing number of stray animals around Rajiv Gandhi Circle Market; no shelter or control measures.,Stray Animals,Low,Rajiv Gandhi Circle Market,15.355457,75.094574
Cattle blocking the road at Sukhsagar Park causing traffic delays.,Stray Animals,High,Sukhsagar Park,15.336602,75.121379
Stray dogs are chasing pedestrians near Old Hubli Lane and kids are scared.,Stray Animals,High,Old Hubli Lane,15.360288,75.094912
